Date,Committee,Number of utterances made by the committees per month
"=""07-2007""",338,1150
"=""07-2008""",338,512
"=""07-2009""",338,812
"=""07-2010""",338,1057
"=""07-2011""",338,209
"=""07-2012""",338,240
"=""08-1995""",338,0
"=""08-1996""",338,0
"=""08-1997""",338,0
"=""08-1998""",338,0
"=""08-1999""",338,185
"=""08-2000""",338,0
"=""08-2001""",338,0
"=""08-2002""",338,0
"=""08-2003""",338,0
"=""08-2004""",338,0
"=""08-2005""",338,0
"=""08-2006""",338,0
"=""08-2007""",338,102
"=""08-2008""",338,0
"=""08-2009""",338,0
"=""08-2010""",338,0
"=""08-2011""",338,113
"=""08-2012""",338,232
"=""09-1995""",338,0
"=""09-1996""",338,0
"=""09-1997""",338,66
"=""09-1998""",338,373
"=""09-1999""",338,455
"=""09-2000""",338,626
"=""09-2001""",338,438
"=""09-2002""",338,808
"=""09-2003""",338,634
"=""09-2004""",338,524
"=""09-2005""",338,596
"=""09-2006""",338,591
"=""09-2007""",338,1264
"=""09-2008""",338,672
"=""09-2009""",338,633
"=""09-2010""",338,311
"=""09-2011""",338,113
"=""09-2012""",338,41
"=""10-1995""",338,0
"=""10-1996""",338,0
"=""10-1997""",338,857
"=""10-1998""",338,240
"=""10-1999""",338,1223
"=""10-2000""",338,130
"=""10-2001""",338,134
"=""10-2002""",338,213
"=""10-2003""",338,1198
"=""10-2004""",338,286
"=""10-2005""",338,486
"=""10-2006""",338,0
"=""10-2007""",338,467
"=""10-2008""",338,0
"=""10-2009""",338,816
"=""10-2010""",338,0
"=""10-2011""",338,80
"=""10-2012""",338,0
"=""11-1995""",338,0
"=""11-1996""",338,0
"=""11-1997""",338,260
"=""11-1998""",338,0
"=""11-1999""",338,331
"=""11-2000""",338,0
"=""11-2001""",338,0
"=""11-2002""",338,0
"=""11-2003""",338,45
"=""11-2004""",338,0
"=""11-2005""",338,879
"=""11-2006""",338,0
"=""11-2007""",338,581
"=""11-2008""",338,0
"=""11-2009""",338,243
"=""11-2010""",338,84
"=""11-2011""",338,369
"=""11-2012""",338,79
"=""12-1995""",338,0
"=""12-1996""",338,0
"=""12-1997""",338,0
"=""12-1998""",338,0
"=""12-1999""",338,0
"=""12-2000""",338,0
"=""12-2001""",338,400
"=""12-2002""",338,0
"=""12-2003""",338,0
"=""12-2004""",338,0
"=""12-2005""",338,0
"=""12-2006""",338,0
"=""12-2007""",338,268
"=""12-2008""",338,0
"=""12-2009""",338,606
"=""12-2010""",338,100
"=""12-2011""",338,418
"=""12-2012""",338,250
"=""01-1995""",344,0
"=""01-1996""",344,0
"=""01-1997""",344,0
"=""01-1998""",344,389
"=""01-1999""",344,0
"=""01-2000""",344,0
"=""01-2001""",344,141
"=""01-2002""",344,477
"=""01-2003""",344,279
"=""01-2004""",344,535
"=""01-2005""",344,133
"=""01-2006""",344,1000
"=""01-2007""",344,645
"=""01-2008""",344,1124
"=""01-2009""",344,1094
"=""01-2010""",344,454
"=""01-2011""",344,193
"=""01-2012""",344,291
"=""02-1995""",344,0
"=""02-1996""",344,0
"=""02-1997""",344,202
"=""02-1998""",344,1289
"=""02-1999""",344,1619
"=""02-2000""",344,2280
"=""02-2001""",344,444
"=""02-2002""",344,1374
"=""02-2003""",344,352
"=""02-2004""",344,683
"=""02-2005""",344,1058
"=""02-2006""",344,3121
"=""02-2007""",344,318
"=""02-2008""",344,718
"=""02-2009""",344,139
"=""02-2010""",344,579
"=""02-2011""",344,492
"=""02-2012""",344,334
"=""03-1995""",344,0
"=""03-1996""",344,0
"=""03-1997""",344,514
"=""03-1998""",344,388
"=""03-1999""",344,1357
"=""03-2000""",344,1603
"=""03-2001""",344,968
"=""03-2002""",344,1548
"=""03-2003""",344,189
"=""03-2004""",344,1917
"=""03-2005""",344,489
"=""03-2006""",344,2139
"=""03-2007""",344,2430
"=""03-2008""",344,989
"=""03-2009""",344,1769
"=""03-2010""",344,820
"=""03-2011""",344,2579
"=""03-2012""",344,810
"=""04-1995""",344,0
"=""04-1996""",344,0
"=""04-1997""",344,1209
"=""04-1998""",344,0
"=""04-1999""",344,602
"=""04-2000""",344,228
"=""04-2001""",344,280
"=""04-2002""",344,1466
"=""04-2003""",344,574
"=""04-2004""",344,1406
"=""04-2005""",344,1181
"=""04-2006""",344,1374
"=""04-2007""",344,893
"=""04-2008""",344,1011
"=""04-2009""",344,1469
"=""04-2010""",344,7415
"=""04-2011""",344,1059
"=""04-2012""",344,474
"=""05-1995""",344,0
"=""05-1996""",344,0
"=""05-1997""",344,251
"=""05-1998""",344,939
"=""05-1999""",344,549
"=""05-2000""",344,1046
"=""05-2001""",344,1494
"=""05-2002""",344,1635
"=""05-2003""",344,1303
"=""05-2004""",344,362
"=""05-2005""",344,1508
"=""05-2006""",344,888
"=""05-2007""",344,1201
"=""05-2008""",344,1214
"=""05-2009""",344,1021
"=""05-2010""",344,978
"=""05-2011""",344,1182
"=""05-2012""",344,630
"=""06-1995""",344,0
"=""06-1996""",344,0
"=""06-1997""",344,840
"=""06-1998""",344,1030
"=""06-1999""",344,753
"=""06-2000""",344,710
"=""06-2001""",344,830
"=""06-2002""",344,1168
"=""06-2003""",344,1038
"=""06-2004""",344,1217
"=""06-2005""",344,1250
"=""06-2006""",344,1439
"=""06-2007""",344,1683
"=""06-2008""",344,932
"=""06-2009""",344,1376
"=""06-2010""",344,1347
"=""06-2011""",344,1220
"=""06-2012""",344,595
"=""07-1995""",344,0
"=""07-1996""",344,0
"=""07-1997""",344,163
"=""07-1998""",344,671
"=""07-1999""",344,965
"=""07-2000""",344,214
"=""07-2001""",344,1815
"=""07-2002""",344,2610
"=""07-2003""",344,1229
"=""07-2004""",344,1550
"=""07-2005""",344,1952
"=""07-2006""",344,1198
"=""07-2007""",344,1526
"=""07-2008""",344,2738
"=""07-2009""",344,1770
"=""07-2010""",344,1725
"=""07-2011""",344,894
"=""07-2012""",344,1203
"=""08-1995""",344,0
"=""08-1996""",344,0
"=""08-1997""",344,0
"=""08-1998""",344,0
"=""08-1999""",344,97
"=""08-2000""",344,0
"=""08-2001""",344,0
"=""08-2002""",344,0
"=""08-2003""",344,112
"=""08-2004""",344,693
"=""08-2005""",344,0
"=""08-2006""",344,350
"=""08-2007""",344,360
"=""08-2008""",344,0
"=""08-2009""",344,850
"=""08-2010""",344,603
"=""08-2011""",344,204
"=""08-2012""",344,0
"=""09-1995""",344,0
"=""09-1996""",344,0
"=""09-1997""",344,528
"=""09-1998""",344,1298
"=""09-1999""",344,1462
"=""09-2000""",344,474
"=""09-2001""",344,645
"=""09-2002""",344,154
"=""09-2003""",344,1165
"=""09-2004""",344,1051
"=""09-2005""",344,1609
"=""09-2006""",344,1300
"=""09-2007""",344,2128
"=""09-2008""",344,1902
"=""09-2009""",344,984
"=""09-2010""",344,828
"=""09-2011""",344,1211
"=""09-2012""",344,1442
"=""10-1995""",344,0
"=""10-1996""",344,0
"=""10-1997""",344,506
"=""10-1998""",344,215
"=""10-1999""",344,606
"=""10-2000""",344,13
"=""10-2001""",344,1004
"=""10-2002""",344,303
"=""10-2003""",344,204
"=""10-2004""",344,29
"=""10-2005""",344,1449
"=""10-2006""",344,0
"=""10-2007""",344,1474
"=""10-2008""",344,0
"=""10-2009""",344,825
"=""10-2010""",344,0
"=""10-2011""",344,682
"=""10-2012""",344,0
"=""11-1995""",344,0
"=""11-1996""",344,0
"=""11-1997""",344,326
"=""11-1998""",344,0
"=""11-1999""",344,18
"=""11-2000""",344,0
"=""11-2001""",344,885
"=""11-2002""",344,451
"=""11-2003""",344,1218
"=""11-2004""",344,799
"=""11-2005""",344,1110
"=""11-2006""",344,658
"=""11-2007""",344,599
"=""11-2008""",344,288
"=""11-2009""",344,535
"=""11-2010""",344,992
"=""11-2011""",344,678
"=""11-2012""",344,33
"=""12-1995""",344,0
"=""12-1996""",344,0
"=""12-1997""",344,0
"=""12-1998""",344,132
"=""12-1999""",344,0
"=""12-2000""",344,0
"=""12-2001""",344,458
"=""12-2002""",344,599
"=""12-2003""",344,125
"=""12-2004""",344,0
"=""12-2005""",344,538
"=""12-2006""",344,313
"=""12-2007""",344,1296
"=""12-2008""",344,175
"=""12-2009""",344,1199
"=""12-2010""",344,169
"=""12-2011""",344,665
"=""12-2012""",344,0
"=""01-1995""",358,0
"=""01-1996""",358,0
"=""01-1997""",358,0
"=""01-1998""",358,0
"=""01-1999""",358,182
"=""01-2000""",358,0
"=""01-2001""",358,510
"=""01-2002""",358,167
"=""01-2003""",358,1350
"=""01-2004""",358,925
"=""01-2005""",358,485
"=""01-2006""",358,1329
"=""01-2007""",358,858
"=""01-2008""",358,451
"=""01-2009""",358,274
"=""01-2010""",358,897
"=""01-2011""",358,104
"=""01-2012""",358,967
"=""02-1995""",358,0
"=""02-1996""",358,0
"=""02-1997""",358,0
"=""02-1998""",358,0
"=""02-1999""",358,112
"=""02-2000""",358,870
"=""02-2001""",358,784
"=""02-2002""",358,2130
"=""02-2003""",358,1321
"=""02-2004""",358,350
"=""02-2005""",358,385
"=""02-2006""",358,1172
"=""02-2007""",358,1345
"=""02-2008""",358,764
"=""02-2009""",358,785
"=""02-2010""",358,575
"=""02-2011""",358,1076
"=""02-2012""",358,225
"=""03-1995""",358,0
"=""03-1996""",358,0
"=""03-1997""",358,0
"=""03-1998""",358,0
"=""03-1999""",358,1082
"=""03-2000""",358,960
"=""03-2001""",358,347
"=""03-2002""",358,1343
"=""03-2003""",358,1025
"=""03-2004""",358,781
"=""03-2005""",358,1381
"=""03-2006""",358,838
"=""03-2007""",358,1735
"=""03-2008""",358,702
"=""03-2009""",358,1084
"=""03-2010""",358,858
"=""03-2011""",358,1424
"=""03-2012""",358,1356
"=""04-1995""",358,0
"=""04-1996""",358,0
"=""04-1997""",358,0
"=""04-1998""",358,0
"=""04-1999""",358,816
"=""04-2000""",358,289
"=""04-2001""",358,1226
"=""04-2002""",358,773
"=""04-2003""",358,688
"=""04-2004""",358,1795
"=""04-2005""",358,2080
"=""04-2006""",358,847
"=""04-2007""",358,589
"=""04-2008""",358,955
"=""04-2009""",358,503
"=""04-2010""",358,1108
"=""04-2011""",358,1066
"=""04-2012""",358,784
"=""05-1995""",358,0
"=""05-1996""",358,0
"=""05-1997""",358,0
"=""05-1998""",358,0
"=""05-1999""",358,1398
"=""05-2000""",358,3314
"=""05-2001""",358,995
"=""05-2002""",358,3822
"=""05-2003""",358,652
"=""05-2004""",358,459
"=""05-2005""",358,497
"=""05-2006""",358,1795
"=""05-2007""",358,1101
"=""05-2008""",358,1637
"=""05-2009""",358,1026
"=""05-2010""",358,915
"=""05-2011""",358,1022
"=""05-2012""",358,588
"=""06-1995""",358,0
"=""06-1996""",358,0
"=""06-1997""",358,0
"=""06-1998""",358,0
"=""06-1999""",358,703
"=""06-2000""",358,1790
"=""06-2001""",358,1059
"=""06-2002""",358,1850
"=""06-2003""",358,1136
"=""06-2004""",358,1127
"=""06-2005""",358,892
"=""06-2006""",358,1860
"=""06-2007""",358,1010
"=""06-2008""",358,710
"=""06-2009""",358,910
"=""06-2010""",358,719
"=""06-2011""",358,1389
"=""06-2012""",358,1349
"=""07-1995""",358,0
"=""07-1996""",358,0
"=""07-1997""",358,0
"=""07-1998""",358,0
"=""07-1999""",358,813
"=""07-2000""",358,1261
"=""07-2001""",358,1452
"=""07-2002""",358,717
"=""07-2003""",358,2230
"=""07-2004""",358,1107
"=""07-2005""",358,1269
"=""07-2006""",358,1849
"=""07-2007""",358,670
"=""07-2008""",358,1376
"=""07-2009""",358,1090
"=""07-2010""",358,3297
"=""07-2011""",358,628
"=""07-2012""",358,1025
"=""08-1995""",358,0
"=""08-1996""",358,0
"=""08-1997""",358,0
"=""08-1998""",358,0
"=""08-1999""",358,483
"=""08-2000""",358,125
"=""08-2001""",358,171
"=""08-2002""",358,314
"=""08-2003""",358,105
"=""08-2004""",358,409
"=""08-2005""",358,0
"=""08-2006""",358,515
"=""08-2007""",358,0
"=""08-2008""",358,0
"=""08-2009""",358,232
"=""08-2010""",358,200
"=""08-2011""",358,0
"=""08-2012""",358,84
"=""09-1995""",358,0
"=""09-1996""",358,0
"=""09-1997""",358,0
"=""09-1998""",358,0
"=""09-1999""",358,1031
"=""09-2000""",358,1151
"=""09-2001""",358,426
"=""09-2002""",358,516
"=""09-2003""",358,972
"=""09-2004""",358,516
"=""09-2005""",358,576
"=""09-2006""",358,2113
"=""09-2007""",358,1127
"=""09-2008""",358,710
"=""09-2009""",358,1591
"=""09-2010""",358,1347
"=""09-2011""",358,1304
"=""09-2012""",358,367
"=""10-1995""",358,0
"=""10-1996""",358,0
"=""10-1997""",358,0
"=""10-1998""",358,0
"=""10-1999""",358,1142
"=""10-2000""",358,431
"=""10-2001""",358,1380
"=""10-2002""",358,558
"=""10-2003""",358,2382
"=""10-2004""",358,106
"=""10-2005""",358,1057
"=""10-2006""",358,0
"=""10-2007""",358,1210
"=""10-2008""",358,200
"=""10-2009""",358,1033
"=""10-2010""",358,116
"=""10-2011""",358,1457
"=""10-2012""",358,0
"=""11-1995""",358,0
"=""11-1996""",358,0
"=""11-1997""",358,0
"=""11-1998""",358,0
"=""11-1999""",358,576
"=""11-2000""",358,198
"=""11-2001""",358,1003
"=""11-2002""",358,355
"=""11-2003""",358,323
"=""11-2004""",358,0
"=""11-2005""",358,1124
"=""11-2006""",358,400
"=""11-2007""",358,362
"=""11-2008""",358,147
"=""11-2009""",358,567
"=""11-2010""",358,230
"=""11-2011""",358,683
"=""11-2012""",358,0
"=""12-1995""",358,0
"=""12-1996""",358,0
"=""12-1997""",358,0
"=""12-1998""",358,0
"=""12-1999""",358,0
"=""12-2000""",358,0
"=""12-2001""",358,423
"=""12-2002""",358,0
"=""12-2003""",358,0
"=""12-2004""",358,0
"=""12-2005""",358,71
"=""12-2006""",358,990
"=""12-2007""",358,983
"=""12-2008""",358,116
"=""12-2009""",358,771
"=""12-2010""",358,0
"=""12-2011""",358,612
"=""12-2012""",358,213
"=""01-1995""",362,0
"=""01-1996""",362,0
"=""01-1997""",362,0
"=""01-1998""",362,0
"=""01-1999""",362,0
"=""01-2000""",362,0
"=""01-2001""",362,0
"=""01-2002""",362,57
"=""01-2003""",362,159
"=""01-2004""",362,130
"=""01-2005""",362,236
"=""01-2006""",362,131
"=""01-2007""",362,270
"=""01-2008""",362,143
"=""01-2009""",362,859
"=""01-2010""",362,103
"=""01-2011""",362,256
"=""01-2012""",362,135
"=""02-1995""",362,0
"=""02-1996""",362,0
"=""02-1997""",362,0
"=""02-1998""",362,0
"=""02-1999""",362,0
"=""02-2000""",362,0
"=""02-2001""",362,0
"=""02-2002""",362,1226
"=""02-2003""",362,0
"=""02-2004""",362,83
"=""02-2005""",362,404
"=""02-2006""",362,597
"=""02-2007""",362,523
"=""02-2008""",362,289
"=""02-2009""",362,834
"=""02-2010""",362,226
"=""02-2011""",362,172
"=""02-2012""",362,723
"=""03-1995""",362,0
"=""03-1996""",362,0
"=""03-1997""",362,0
"=""03-1998""",362,0
"=""03-1999""",362,0
"=""03-2000""",362,0
"=""03-2001""",362,0
"=""03-2002""",362,424
"=""03-2003""",362,176
"=""03-2004""",362,251
"=""03-2005""",362,429
"=""03-2006""",362,898
"=""03-2007""",362,1294
"=""03-2008""",362,194
"=""03-2009""",362,1037
"=""03-2010""",362,427
"=""03-2011""",362,771
"=""03-2012""",362,465
"=""04-1995""",362,0
"=""04-1996""",362,0
"=""04-1997""",362,0
"=""04-1998""",362,0
"=""04-1999""",362,0
"=""04-2000""",362,0
"=""04-2001""",362,0
"=""04-2002""",362,1228
"=""04-2003""",362,345
"=""04-2004""",362,288
"=""04-2005""",362,1078
"=""04-2006""",362,145
"=""04-2007""",362,301
"=""04-2008""",362,532
"=""04-2009""",362,633
"=""04-2010""",362,1502
"=""04-2011""",362,0
"=""04-2012""",362,449
"=""05-1995""",362,0
"=""05-1996""",362,0
"=""05-1997""",362,0
"=""05-1998""",362,0
"=""05-1999""",362,0
"=""05-2000""",362,0
"=""05-2001""",362,0
"=""05-2002""",362,506
"=""05-2003""",362,0
"=""05-2004""",362,462
"=""05-2005""",362,405
"=""05-2006""",362,193
"=""05-2007""",362,252
"=""05-2008""",362,500
"=""05-2009""",362,240
"=""05-2010""",362,1117
"=""05-2011""",362,675
"=""05-2012""",362,493
"=""06-1995""",362,0
"=""06-1996""",362,0
"=""06-1997""",362,0
"=""06-1998""",362,0
"=""06-1999""",362,0
"=""06-2000""",362,0
"=""06-2001""",362,0
"=""06-2002""",362,930
"=""06-2003""",362,692
"=""06-2004""",362,340
"=""06-2005""",362,630
"=""06-2006""",362,66
"=""06-2007""",362,0
"=""06-2008""",362,477
"=""06-2009""",362,501
"=""06-2010""",362,1442
"=""06-2011""",362,706
"=""06-2012""",362,425
"=""07-1995""",362,0
"=""07-1996""",362,0
"=""07-1997""",362,0
"=""07-1998""",362,0
"=""07-1999""",362,0
"=""07-2000""",362,0
"=""07-2001""",362,167
"=""07-2002""",362,659
"=""07-2003""",362,1001
"=""07-2004""",362,351
"=""07-2005""",362,210
"=""07-2006""",362,241
"=""07-2007""",362,318
"=""07-2008""",362,610
"=""07-2009""",362,92
"=""07-2010""",362,734
"=""07-2011""",362,1093
"=""07-2012""",362,631
"=""08-1995""",362,0
"=""08-1996""",362,0
"=""08-1997""",362,0
"=""08-1998""",362,0
"=""08-1999""",362,0
"=""08-2000""",362,0
"=""08-2001""",362,77
"=""08-2002""",362,0
"=""08-2003""",362,0
"=""08-2004""",362,0
"=""08-2005""",362,0
"=""08-2006""",362,222
"=""08-2007""",362,0
"=""08-2008""",362,0
"=""08-2009""",362,264
"=""08-2010""",362,475
"=""08-2011""",362,211
"=""08-2012""",362,79
"=""09-1995""",362,0
"=""09-1996""",362,0
"=""09-1997""",362,0
"=""09-1998""",362,0
"=""09-1999""",362,0
"=""09-2000""",362,0
"=""09-2001""",362,405
"=""09-2002""",362,413
"=""09-2003""",362,272
"=""09-2004""",362,69
"=""09-2005""",362,353
"=""09-2006""",362,164
"=""09-2007""",362,87
"=""09-2008""",362,217
"=""09-2009""",362,0
"=""09-2010""",362,280
"=""09-2011""",362,520
"=""09-2012""",362,294
"=""10-1995""",362,0
"=""10-1996""",362,0
"=""10-1997""",362,0
"=""10-1998""",362,0
"=""10-1999""",362,0
"=""10-2000""",362,0
"=""10-2001""",362,504
"=""10-2002""",362,147
"=""10-2003""",362,416
"=""10-2004""",362,136
"=""10-2005""",362,246
"=""10-2006""",362,0
"=""10-2007""",362,515
"=""10-2008""",362,105
"=""10-2009""",362,621
"=""10-2010""",362,146
"=""10-2011""",362,431
"=""10-2012""",362,0
"=""11-1995""",362,0
"=""11-1996""",362,0
"=""11-1997""",362,0
"=""11-1998""",362,0
"=""11-1999""",362,0
"=""11-2000""",362,0
"=""11-2001""",362,0
"=""11-2002""",362,163
"=""11-2003""",362,158
"=""11-2004""",362,0
"=""11-2005""",362,0
"=""11-2006""",362,458
"=""11-2007""",362,497
"=""11-2008""",362,0
"=""11-2009""",362,737
"=""11-2010""",362,147
"=""11-2011""",362,628
"=""11-2012""",362,284
"=""12-1995""",362,0
"=""12-1996""",362,0
"=""12-1997""",362,0
"=""12-1998""",362,0
"=""12-1999""",362,0
"=""12-2000""",362,0
"=""12-2001""",362,0
"=""12-2002""",362,0
"=""12-2003""",362,0
"=""12-2004""",362,0
"=""12-2005""",362,0
"=""12-2006""",362,0
"=""12-2007""",362,334
"=""12-2008""",362,196
"=""12-2009""",362,0
"=""12-2010""",362,181
"=""12-2011""",362,584
"=""12-2012""",362,0
"=""01-1995""",380,0
"=""01-1996""",380,0
"=""01-1997""",380,0
"=""01-1998""",380,0
"=""01-1999""",380,0
"=""01-2000""",380,0
"=""01-2001""",380,0
"=""01-2002""",380,0
"=""01-2003""",380,0
"=""01-2004""",380,0
"=""01-2005""",380,0
"=""01-2006""",380,0
"=""01-2007""",380,0
"=""01-2008""",380,0
"=""01-2009""",380,0
"=""01-2010""",380,0
"=""01-2011""",380,0
"=""01-2012""",380,0
"=""02-1995""",380,0
"=""02-1996""",380,0
"=""02-1997""",380,0
"=""02-1998""",380,0
"=""02-1999""",380,0
"=""02-2000""",380,0
"=""02-2001""",380,0
"=""02-2002""",380,0
"=""02-2003""",380,0
"=""02-2004""",380,0
"=""02-2005""",380,0
"=""02-2006""",380,0
"=""02-2007""",380,0
"=""02-2008""",380,0
"=""02-2009""",380,0
"=""02-2010""",380,218
"=""02-2011""",380,127
"=""02-2012""",380,0
"=""03-1995""",380,0
"=""03-1996""",380,0
"=""03-1997""",380,0
"=""03-1998""",380,0
"=""03-1999""",380,104
"=""03-2000""",380,94
"=""03-2001""",380,0
"=""03-2002""",380,0
"=""03-2003""",380,0
"=""03-2004""",380,0
"=""03-2005""",380,0
"=""03-2006""",380,0
"=""03-2007""",380,0
"=""03-2008""",380,0
"=""03-2009""",380,0
"=""03-2010""",380,0
"=""03-2011""",380,0
"=""03-2012""",380,0
"=""04-1995""",380,0
"=""04-1996""",380,0
"=""04-1997""",380,0
"=""04-1998""",380,0
"=""04-1999""",380,0
"=""04-2000""",380,0
"=""04-2001""",380,0
"=""04-2002""",380,0
"=""04-2003""",380,0
"=""04-2004""",380,0
"=""04-2005""",380,0
"=""04-2006""",380,0
"=""04-2007""",380,0
"=""04-2008""",380,0
"=""04-2009""",380,0
"=""04-2010""",380,0
"=""04-2011""",380,0
"=""04-2012""",380,0
"=""05-1995""",380,0
"=""05-1996""",380,0
"=""05-1997""",380,0
"=""05-1998""",380,0
"=""05-1999""",380,0
"=""05-2000""",380,0
"=""05-2001""",380,0
"=""05-2002""",380,0
"=""05-2003""",380,0
"=""05-2004""",380,0
"=""05-2005""",380,0
"=""05-2006""",380,0
"=""05-2007""",380,0
"=""05-2008""",380,0
"=""05-2009""",380,0
"=""05-2010""",380,0
"=""05-2011""",380,0
"=""05-2012""",380,0
"=""06-1995""",380,0
"=""06-1996""",380,0
"=""06-1997""",380,0
"=""06-1998""",380,0
"=""06-1999""",380,0
"=""06-2000""",380,0
"=""06-2001""",380,0
"=""06-2002""",380,0
"=""06-2003""",380,0
"=""06-2004""",380,0
"=""06-2005""",380,0
"=""06-2006""",380,0
"=""06-2007""",380,0
"=""06-2008""",380,0
"=""06-2009""",380,52
"=""06-2010""",380,0
"=""06-2011""",380,0
"=""06-2012""",380,0
"=""07-1995""",380,0
"=""07-1996""",380,0
"=""07-1997""",380,0
"=""07-1998""",380,0
"=""07-1999""",380,0
"=""07-2000""",380,0
"=""07-2001""",380,0
"=""07-2002""",380,0
"=""07-2003""",380,0
"=""07-2004""",380,0
"=""07-2005""",380,0
"=""07-2006""",380,0
"=""07-2007""",380,0
"=""07-2008""",380,0
"=""07-2009""",380,0
"=""07-2010""",380,0
"=""07-2011""",380,0
"=""07-2012""",380,0
"=""08-1995""",380,0
"=""08-1996""",380,0
"=""08-1997""",380,0
"=""08-1998""",380,0
"=""08-1999""",380,0
"=""08-2000""",380,0
"=""08-2001""",380,0
"=""08-2002""",380,0
"=""08-2003""",380,0
"=""08-2004""",380,0
"=""08-2005""",380,0
"=""08-2006""",380,0
"=""08-2007""",380,0
"=""08-2008""",380,0
"=""08-2009""",380,0
"=""08-2010""",380,0
"=""08-2011""",380,0
"=""08-2012""",380,0
"=""09-1995""",380,0
"=""09-1996""",380,0
"=""09-1997""",380,0
"=""09-1998""",380,0
"=""09-1999""",380,0
"=""09-2000""",380,0
"=""09-2001""",380,0
"=""09-2002""",380,0
"=""09-2003""",380,0
"=""09-2004""",380,0
"=""09-2005""",380,0
"=""09-2006""",380,0
"=""09-2007""",380,0
"=""09-2008""",380,0
"=""09-2009""",380,0
"=""09-2010""",380,119
"=""09-2011""",380,0
"=""09-2012""",380,0
"=""10-1995""",380,0
"=""10-1996""",380,0
"=""10-1997""",380,0
"=""10-1998""",380,0
"=""10-1999""",380,0
"=""10-2000""",380,0
"=""10-2001""",380,0
"=""10-2002""",380,0
"=""10-2003""",380,0
"=""10-2004""",380,0
"=""10-2005""",380,0
"=""10-2006""",380,0
"=""10-2007""",380,0
"=""10-2008""",380,0
"=""10-2009""",380,0
"=""10-2010""",380,0
"=""10-2011""",380,0
"=""10-2012""",380,0
"=""11-1995""",380,0
"=""11-1996""",380,0
"=""11-1997""",380,0
"=""11-1998""",380,0
"=""11-1999""",380,0
"=""11-2000""",380,0
"=""11-2001""",380,0
"=""11-2002""",380,0
"=""11-2003""",380,0
"=""11-2004""",380,0
"=""11-2005""",380,0
"=""11-2006""",380,0
"=""11-2007""",380,0
"=""11-2008""",380,0
"=""11-2009""",380,0
"=""11-2010""",380,0
"=""11-2011""",380,0
"=""11-2012""",380,0
"=""12-1995""",380,0
"=""12-1996""",380,0
"=""12-1997""",380,0
"=""12-1998""",380,0
"=""12-1999""",380,0
"=""12-2000""",380,0
"=""12-2001""",380,0
"=""12-2002""",380,0
"=""12-2003""",380,0
"=""12-2004""",380,0
"=""12-2005""",380,0
"=""12-2006""",380,0
"=""12-2007""",380,0
"=""12-2008""",380,0
"=""12-2009""",380,0
"=""12-2010""",380,0
"=""12-2011""",380,0
"=""12-2012""",380,0
"=""01-1995""",384,0
"=""01-1996""",384,0
"=""01-1997""",384,0
"=""01-1998""",384,0
"=""01-1999""",384,0
"=""01-2000""",384,0
"=""01-2001""",384,0
"=""01-2002""",384,0
"=""01-2003""",384,0
"=""01-2004""",384,0
"=""01-2005""",384,0
"=""01-2006""",384,0
"=""01-2007""",384,267
"=""01-2008""",384,400
"=""01-2009""",384,134
"=""01-2010""",384,0
"=""01-2011""",384,0
"=""01-2012""",384,0
"=""02-1995""",384,0
"=""02-1996""",384,0
"=""02-1997""",384,0
"=""02-1998""",384,0
"=""02-1999""",384,0
"=""02-2000""",384,122
"=""02-2001""",384,0
"=""02-2002""",384,234
"=""02-2003""",384,185
"=""02-2004""",384,553
"=""02-2005""",384,138
"=""02-2006""",384,0
"=""02-2007""",384,346
"=""02-2008""",384,217
"=""02-2009""",384,0
"=""02-2010""",384,0
"=""02-2011""",384,137
"=""02-2012""",384,263
"=""03-1995""",384,0
"=""03-1996""",384,0
"=""03-1997""",384,0
"=""03-1998""",384,0
"=""03-1999""",384,0
"=""03-2000""",384,205
"=""03-2001""",384,104
"=""03-2002""",384,0
"=""03-2003""",384,155
"=""03-2004""",384,0
"=""03-2005""",384,0
"=""03-2006""",384,391
"=""03-2007""",384,248
"=""03-2008""",384,343
"=""03-2009""",384,0
"=""03-2010""",384,0
"=""03-2011""",384,380
"=""03-2012""",384,374
"=""04-1995""",384,0
"=""04-1996""",384,0
"=""04-1997""",384,0
"=""04-1998""",384,0
"=""04-1999""",384,0
"=""04-2000""",384,0
"=""04-2001""",384,0
"=""04-2002""",384,0
"=""04-2003""",384,429
"=""04-2004""",384,161
"=""04-2005""",384,353
"=""04-2006""",384,113
"=""04-2007""",384,216
"=""04-2008""",384,348
"=""04-2009""",384,201
"=""04-2010""",384,263
"=""04-2011""",384,0
"=""04-2012""",384,184
"=""05-1995""",384,0
"=""05-1996""",384,0
"=""05-1997""",384,0
"=""05-1998""",384,0
"=""05-1999""",384,0
"=""05-2000""",384,174
"=""05-2001""",384,0
"=""05-2002""",384,105
"=""05-2003""",384,209
"=""05-2004""",384,0
"=""05-2005""",384,0
"=""05-2006""",384,0
"=""05-2007""",384,563
"=""05-2008""",384,130
"=""05-2009""",384,178
"=""05-2010""",384,390
"=""05-2011""",384,94
"=""05-2012""",384,0
"=""06-1995""",384,0
"=""06-1996""",384,0
"=""06-1997""",384,0
"=""06-1998""",384,0
"=""06-1999""",384,0
"=""06-2000""",384,0
"=""06-2001""",384,0
"=""06-2002""",384,209
"=""06-2003""",384,43
"=""06-2004""",384,0
"=""06-2005""",384,0
"=""06-2006""",384,90
"=""06-2007""",384,387
